id,created_at,retweets,likes,replies,quotes,user_followers,user_following,user_listed,user_tweets,has_media,url,lang,text,Weekday,DayOfWeek,Hour,words,Dominant_topic,Dominant_score,topic_1,topic_2
1507543321056624653,2022-03-26 02:21:51+00:00,0,0,0,0,485,172,6,13394,True,https://pbs.twimg.com/media/FOveqLsXoAg935m.jpg,en,"@strong89 @BOSCityCouncil “Senator Braun says Americans should be ‘outraged’ after states pocketed COVID-19 relief cash” (Fox news)
File a freedom of information request-asking how much $$ Mayor Wu/Boston received from Gov. Baker’s federal fund stash.  Ask for itemization on how money was spent. 👇 https://t.co/5CSed1cMH8",Saturday,5,2,"['say', 'outraged', 'state', 'pocket', 'relief', 'cash', 'fox', 'news', 'file', 'freedom', 'information', 'request', 'ask', 'much', 'mayor', 'receive', 'federal', 'fund', 'stash', 'ask', 'itemization', 'money', 'spend', 'cse', 'cmh']",1,0.9797406792640686,0.9797406792640686,0.02025928534567356
1507543294343249921,2022-03-26 02:21:44+00:00,7,0,0,0,708,158,3,8131,True,https://pbs.twimg.com/media/FOsTgGCaMAcEBe5.jpg,en,RT @NrlConspiracies: Good to see the use of the long mic boom to ensure Buddy Franklin avoids the risk of COVID https://t.co/Q8FRJ7JeHU,Saturday,5,2,"['good', 'see', 'use', 'long', 'mic', 'boom', 'ensure', 'avoid', 'risk', 'frj']",2,0.9522112607955933,0.04778874292969704,0.9522112607955933
1507543241620557827,2022-03-26 02:21:32+00:00,2260,0,0,0,57,1524,4,14288,True,https://pbs.twimg.com/media/FNMz10DX0AUvbA0.jpg,en,RT @Nortuet: This may be the Covid talking... https://t.co/MY1DGY8yaw,Saturday,5,2,['talk'],2,0.7464072704315186,0.25359275937080383,0.7464072704315186
1507543204870037504,2022-03-26 02:21:23+00:00,0,0,0,0,1006,264,5,63765,True,https://pbs.twimg.com/media/FOvejPEVsAEg9_m.jpg,en,Giving Softball a try tonight. Been meaning to go to a game for a couple years (thanks COVID...) https://t.co/UrBCPx7rXp,Saturday,5,2,"['give', 'softball', 'try', 'tonight', 'mean', 'go', 'game', 'couple', 'year', 'thank', 'urbcpx']",1,0.9473557472229004,0.9473557472229004,0.05264429375529289
1507543126814052353,2022-03-26 02:21:04+00:00,98,0,0,0,791,1660,77,176026,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498726725578308,0.9498726725578308,0.050127360969781876
1507543124863860736,2022-03-26 02:21:04+00:00,0,0,0,0,307,502,1,29174,True,https://pbs.twimg.com/media/FOuyqKiXoAI3J1S.jpg,en,RT @ResistTyranny76: 100 percent of covid deaths are fully vaccinated . But it’s safe and effective https://t.co/NUjwS3d2DS,Saturday,5,2,"['rt', 'percent', 'death', 'fully', 'vaccinate', 'safe', 'effective', 'nujws']",1,0.8198387026786804,0.8198387026786804,0.1801612824201584
1507543071914831875,2022-03-26 02:20:51+00:00,0,2,1,0,3341,2971,13,85388,True,https://pbs.twimg.com/media/FOvebklUYAYI3zb.jpg,en,@AngelaBelcamino No Covid. I’ve had two shots &amp; the booster. https://t.co/kKa3b51Wk7,Saturday,5,2,"['shot', 'booster']",1,0.8290198445320129,0.8290198445320129,0.17098017036914825
1507543019695874056,2022-03-26 02:20:39+00:00,2,2,0,0,1521,1348,49,91545,True,https://pbs.twimg.com/media/FOveYwdWUAIhT2p.jpg,en,True is gong to be 12 in a few weeks &amp; this will be her 3rd birthday in medical isolation. I haven't been able to have a party for her the entire time world has been dealing with covid. She would appreciate anything from her list for her birthday https://t.co/h6w4ColCSu https://t.co/1lCR9TKpHC,Saturday,5,2,"['true', 'gong', 'week', 'birthday', 'medical', 'isolation', 'able', 'party', 'entire', 'time', 'world', 'dealing', 'appreciate', 'list', 'birthday', 'lcr', 'tkphc']",1,0.9698667526245117,0.9698667526245117,0.03013322688639164
1507543005263245316,2022-03-26 02:20:35+00:00,98,0,0,0,112,553,4,6057,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498726725578308,0.9498726725578308,0.050127316266298294
1507542995708657670,2022-03-26 02:20:33+00:00,0,0,0,0,241,726,9,5407,True,https://pbs.twimg.com/media/FOvdr_UXMAQDaev.jpg,en,"On the ebola claim, I guess it's... technically true.

If we take the low end ebola mortality against the highest 80+ year old COVID mortality I could find.

Seems a bit disingenuous to compare mortality for end of life folks against all-age inclusive mortality but oh well. https://t.co/7nR9yGkIR0",Saturday,5,2,"['claim', 'guess', 'technically', 'true', 'take', 'low', 'end', 'ebola', 'mortality', 'high', 'year', 'old', 'mortality', 'find', 'seem', 'bit', 'disingenuous', 'compare', 'mortality', 'end', 'life', 'folk', 'age', 'inclusive', 'mortality', 'ygkir']",2,0.9807167053222656,0.01928330771625042,0.9807167053222656
1507542903958253568,2022-03-26 02:20:11+00:00,1,0,0,0,244,47,2,113017,True,https://pbs.twimg.com/media/FOtCfliVcAEu8fH.jpg,en,RT @GlobalNational: WHO rejects Medicago’s COVID-19 vaccine due to ties to tobacco giant https://t.co/It0EB5tWXc https://t.co/3RNf2PiDgn,Saturday,5,2,"['reject', 'vaccine', 'due', 'tie', 'tobacco', 'giant', 'pidgn']",2,0.934368371963501,0.06563163548707962,0.934368371963501
1507542869606903812,2022-03-26 02:20:03+00:00,14,63,1,0,236609,216381,2724,225156,True,https://pbs.twimg.com/media/FOveQAUXEAUvhPV.jpg,en,South Dakota Abortions Dropped 69.8% to Record Low in 2020 as COVID Shut Down Planned Parenthood https://t.co/Ts9XlMgZnp https://t.co/Z2HfV5Yy7D,Saturday,5,2,"['abortion', 'drop', 'record', 'low', 'shut', 'planned', 'parenthood']",2,0.9355601668357849,0.0644397884607315,0.9355601668357849
1507542855635636226,2022-03-26 02:20:00+00:00,0,1,0,0,1231689,858,2245,570621,True,https://pbs.twimg.com/media/FOvd-hfVkAEmaIb.jpg,en,"TODAY'S EDITORIAL: All pandemics end; the COVID-19 pestilence will be no different. What will continue to pose an existential threat to the planet, long after the pandemic is over, is climate change. https://t.co/RNXlRBkpOq https://t.co/H905GLLASW",Saturday,5,2,"['today', 'editorial', 'pandemic', 'end', 'pestilence', 'different', 'continue', 'pose', 'existential', 'threat', 'planet', 'long', 'pandemic', 'climate']",2,0.9637799859046936,0.03621998056769371,0.9637799859046936
1507542825289748485,2022-03-26 02:19:52+00:00,0,0,1,0,2527,2777,6,50244,True,https://pbs.twimg.com/media/FOvdWjFVUAE2ls9.jpg,en,"@lilianakennedyp @JMikeOJ @lambchopnosauce So it depends. I'm mom to 3 sons, nana to 1 grandson. I don't know what I would do if they were teens. Otherwise, #getthevax  🤗
Here's an article on the non-heart attacks:https://t.co/E1Jd1h0urs
Here's CDC explanation of the myocarditis issue: https://t.co/L1JvVAq4r8",Saturday,5,2,"['depend', 'mom', 'son', 'know', 'teen', 'otherwise', 'article', 'heart', 'attack']",2,0.948479175567627,0.05152079835534096,0.948479175567627
1507542823414820866,2022-03-26 02:19:52+00:00,0,2,0,0,3032,826,0,72572,True,https://pbs.twimg.com/media/FOvdRbXVUAc-LPL.jpg,en,Masks protect against airborne viruses. Wearing them during the covid pandemic before vaccines were available saved untold millions from severe disease and death. Wearing them now when 1st-Gen vaccine immunity is known to be waning especially in elders is just good common sense. https://t.co/xjTdsgfIaI,Saturday,5,2,"['mask', 'protect', 'airborne', 'virus', 'wear', 'pandemic', 'vaccine', 'available', 'save', 'untold', 'million', 'severe', 'disease', 'death', 'wear', 'vaccine', 'immunity', 'know', 'wane', 'especially', 'elder', 'good', 'common', 'sense', 'xjtdsgfiai']",2,0.980177104473114,0.019822875037789345,0.980177104473114
1507542793002004481,2022-03-26 02:19:45+00:00,2,1,0,0,64,11,0,149525,True,https://pbs.twimg.com/media/FOveLieUYAEGltS.jpg,en,7 Day US Covid Confirmed Cases by County  For OK   2022-03-22:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth #RStats https://t.co/rFv8cyGXKh,Saturday,5,2,"['day', 'confirm', 'case', 'county', 'late', 'insight', 'analytic', 'team', 'use', 'usafact', 'datascience', 'analytic', 'healthtech', 'datum', 'publichealth', 'globalhealth', 'rstat', 'rfv', 'cygxkh']",2,0.9747161865234375,0.025283824652433395,0.9747161865234375
1507542788484653057,2022-03-26 02:19:44+00:00,98,0,0,0,3751,4450,1,174455,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498728513717651,0.9498728513717651,0.05012715607881546
1507542781878804480,2022-03-26 02:19:42+00:00,98,0,0,0,3860,4260,3,36220,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498728513717651,0.9498728513717651,0.050127144902944565
1507542758621392898,2022-03-26 02:19:37+00:00,4,0,0,0,249,290,0,706,True,https://pbs.twimg.com/media/FOuJCJ0XEB40J27.jpg,en,RT @SPR2021: Was COVID just a vehicle to Rid The World of some Useless Eaters? https://t.co/79rQMuGodh,Saturday,5,2,"['vehicle', 'rid', 'world', 'useless', 'eater', 'rqmugodh']",1,0.9260692000389099,0.9260692000389099,0.07393085211515427
1507542747313770501,2022-03-26 02:19:34+00:00,0,0,0,0,61,48,1,1825,True,https://pbs.twimg.com/media/FOveHjNacAUu-BF.jpg,en,My first dine in since covid🤣🤣🤣( the lady still remembers me 😊 https://t.co/EgKmrKVgYZ,Saturday,5,2,"['first', 'dine', 'lady', 'still', 'remember']",1,0.9095368981361389,0.9095368981361389,0.09046309441328049
1507542733178781698,2022-03-26 02:19:31+00:00,0,1,1,0,525,90,1,408,True,https://pbs.twimg.com/media/FOveH5mVEAQDdFd.jpg,en,"I have seen the same nursing student make several false statements in the name of science on her platform, adding to the COVID misinfo. &amp; misinfo. on the transgender community. Schools and Hospitals must demand responsible behavior on social media. #utpol #TransIsBeautiful #utleg https://t.co/BygKyw24Cg",Saturday,5,2,"['see', 'nursing', 'student', 'make', 'several', 'false', 'statement', 'name', 'science', 'platform', 'add', 'misinfo', 'community', 'school', 'hospital', 'demand', 'responsible', 'behavior', 'social', 'medium', 'bygkyw', 'cg']",2,0.9774971008300781,0.022502964362502098,0.9774971008300781
1507542702107332610,2022-03-26 02:19:23+00:00,0,0,0,0,43,58,0,641,True,https://pbs.twimg.com/media/FOveBshWYAEXBSx.jpg,en,COVID-19 Update March 25 https://t.co/outPgiUNcU,Saturday,5,2,['update'],1,0.7305489778518677,0.7305489778518677,0.2694510221481323
1507542675880394755,2022-03-26 02:19:17+00:00,98,0,0,0,222,802,1,65940,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498728513717651,0.9498728513717651,0.05012717470526695
1507542656800464896,2022-03-26 02:19:12+00:00,2,1,0,0,1769840,252,4097,457926,True,https://pbs.twimg.com/media/FOveDoLXIAsmhs3.jpg,en,"Today's (March 26) #Covid19 numbers.

Read more:
https://t.co/9da7nDu4TJ https://t.co/5DySwgwWKW",Saturday,5,2,"['today', 'number', 'read', 'ndu', 'dyswgwwkw']",1,0.9089739918708801,0.9089739918708801,0.09102599322795868
1507542629684170753,2022-03-26 02:19:06+00:00,0,0,0,0,490,828,0,6523,True,https://pbs.twimg.com/media/FOvd2URUYAEGEjV.jpg,en,"@LikeAFire2022 @MingledWith Amen!! We have been blessed to be able to help so many through covid and now through Ukraine and food insecurity in the US. 
The church follows God's commands just as they have asked members to.
#HearHim
#MakeIt1Trillion https://t.co/ZKFjYnbxkR",Saturday,5,2,"['bless', 'able', 'help', 'many', 'ukraine', 'food', 'insecurity', 'church', 'follow', 'god', 'command', 'ask', 'member']",1,0.9630655646324158,0.9630655646324158,0.03693440556526184
1507542629478592512,2022-03-26 02:19:06+00:00,0,0,0,0,10,4,1,26252,True,https://pbs.twimg.com/media/Et-TxI8VgAEIROv.jpg,en,https://t.co/qHPNA1SzUj Tokyo 2020 plunged into turmoil with 10 more Covid cases at Olympic Village https://t.co/aOUcFizsDK,Saturday,5,2,"['qhpna', 'plunge', 'turmoil', 'case', 'olympic', 'village']",2,0.9265305995941162,0.07346941530704498,0.9265305995941162
1507542611715833856,2022-03-26 02:19:02+00:00,1,0,0,0,3106,3943,10,150800,True,https://pbs.twimg.com/media/FOvaYp3WYAANJn0.jpg,en,RT @ilovedonrickles: Next covid funding package? These assholes love throwing money at problems. I'm sick of it. https://t.co/YOwy6cs7Zc,Saturday,5,2,"['rt', 'next', 'funding', 'package', 'asshole', 'love', 'throw', 'money', 'problem', 'sick', 'yowy']",1,0.9570344090461731,0.9570344090461731,0.04296557605266571
1507542571408625671,2022-03-26 02:18:52+00:00,0,0,1,0,558,777,13,13079,True,https://pbs.twimg.com/media/FOvd-pXWUAkXQmF.jpg,en,@jblanchette8 Seems like COVID is far more contagious and deadly than the flu. Your arguments are quite silly. This doctor died of the “common cold”apparently https://t.co/TIBSOD4fk0,Saturday,5,2,"['seem', 'far', 'contagious', 'deadly', 'flu', 'argument', 'quite', 'silly', 'doctor', 'die', 'common', 'cold', 'apparently', 'tibsod']",2,0.9657076597213745,0.03429238498210907,0.9657076597213745
1507542497505181702,2022-03-26 02:18:34+00:00,1,0,0,0,547,259,2,53468,True,https://pbs.twimg.com/media/FOvdnd7aQAIp4Mt.jpg,en,"RT @Masania11: Covid &lt; Swatch x Omega 
#moonswatch #meme #funny #japanese https://t.co/6fbEAyTXP3",Saturday,5,2,"['omega', 'moonswatch', 'meme', 'funny', 'japanese', 'fbeaytxp']",1,0.9274776577949524,0.9274776577949524,0.0725223571062088
1507542497165471745,2022-03-26 02:18:34+00:00,254,0,0,0,139,155,0,4510,True,https://pbs.twimg.com/media/FOgtE5zVsAISoEm.jpg,en,"RT @soompi: #YeoJinGoo Halts All Activities After Testing Positive For COVID-19
https://t.co/mh8C3fJPwN https://t.co/6rZ647BUvO",Saturday,5,2,"['yeojingoo', 'halt', 'activity', 'test', 'positive', 'mh', 'fjpwn']",1,0.9365861415863037,0.9365861415863037,0.0634138360619545
1507542445256548361,2022-03-26 02:18:22+00:00,98,0,0,0,1371,1767,0,141541,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498727917671204,0.9498727917671204,0.050127215683460236
1507542438851735554,2022-03-26 02:18:20+00:00,98,0,0,0,8465,9282,7,217050,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498726725578308,0.9498726725578308,0.050127360969781876
1507542384053309441,2022-03-26 02:18:07+00:00,0,0,0,0,1559,998,16,14625,True,https://pbs.twimg.com/media/FOvdzt3XIAEp9LA.jpg,en,"New Zealand's Covid-19 hospitalisation numbers have fallen sharply again, but the death toll has risen by another 20 people today, with 14,175 new community cases also reported.

#iwk #indianweekender #covid19 #nz

https://t.co/sJ7t8z3iLW https://t.co/2B1NCyLDmj",Saturday,5,2,"['new', 'zealand', 'hospitalisation', 'number', 'fall', 'sharply', 'death', 'toll', 'rise', 'people', 'today', 'new', 'community', 'case', 'also', 'report', 'indianweekender', 'ncyldmj']",2,0.9705445170402527,0.02945551462471485,0.9705445170402527
1507542376960573443,2022-03-26 02:18:06+00:00,0,0,0,0,21,367,0,33646,True,https://pbs.twimg.com/media/FOvdzZrVcAATxYq.jpg,en,Bali travel reopening to Australian tourists after COVID reveals major changes to island - 7NEWS https://t.co/DiCDMVDQBk https://t.co/FvWfQpq7Tk,Saturday,5,2,"['bali', 'travel', 'reopen', 'australian', 'tourist', 'reveal', 'major', 'change', 'island', 'news']",1,0.9532719850540161,0.9532719850540161,0.046727973967790604
1507542368408379397,2022-03-26 02:18:04+00:00,98,0,0,0,86,1641,8,35477,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498728513717651,0.9498728513717651,0.050127170979976654
1507542360896548873,2022-03-26 02:18:02+00:00,4,0,0,0,384,768,1,27114,True,https://pbs.twimg.com/media/FOvZczmXsAIKIE1.jpg,en,"RT @OVECHKlN: ""covid won't last that long""

covid: https://t.co/5DYqaqstvy",Saturday,5,2,"['last', 'long', 'dyqaqstvy']",2,0.872861921787262,0.12713806331157684,0.872861921787262
1507542348435451906,2022-03-26 02:17:59+00:00,1,2,0,0,49,282,1,685,True,https://pbs.twimg.com/media/FOvdxebakAEpqb2.jpg,en,"@NjbBari3 The Mila unit is pretty good. No covid setting but an app that gives you C02 readings as well as temp, humidity, air quality etc. The auto settings currently respond to particles not C02 but think they could easily change that with the software update https://t.co/KEUDsa1fTG",Saturday,5,2,"['mila', 'unit', 'pretty', 'good', 'set', 'app', 'give', 'reading', 'well', 'temp', 'humidity', 'air', 'quality', 'auto', 'setting', 'currently', 'respond', 'particle', 'think', 'easily', 'change', 'software', 'update']",1,0.9778400659561157,0.9778400659561157,0.02215992659330368
1507542335617388552,2022-03-26 02:17:56+00:00,98,0,0,0,2868,4174,113,188458,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498727917671204,0.9498727917671204,0.050127215683460236
1507542313140170759,2022-03-26 02:17:50+00:00,5,13,3,0,593,315,1,3293,True,https://pbs.twimg.com/media/FOvdvdVXwAcSWU0.jpg,en,2020 ice show cancelled: covid. 2021: show cancelled again. 2022: show going ahead but @FureyAndrew decided to punish the parents who he couldn’t coerce to take an experimental jab to enter the stadium. Therefore my sweet girl missed out bc she didn’t want to skate alone! 💔 https://t.co/2941l4mw0f,Saturday,5,2,"['ice', 'show', 'cancel', 'show', 'cancel', 'show', 'go', 'ahead', 'decide', 'punish', 'parent', 'coerce', 'take', 'experimental', 'jab', 'enter', 'stadium', 'therefore', 'sweet', 'girl', 'miss', 'want', 'skate', 'alone']",2,0.979422926902771,0.02057707868516445,0.979422926902771
1507542254365208578,2022-03-26 02:17:36+00:00,1,1,0,0,64,11,0,149525,True,https://pbs.twimg.com/media/FOvdsJaVcAAaf0d.jpg,en,7 Day US Covid Confirmed Cases by County  For OK   2022-03-22:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth #RStats https://t.co/2ZFRjLgv74,Saturday,5,2,"['day', 'confirm', 'case', 'county', 'late', 'insight', 'analytic', 'team', 'use', 'usafact', 'datascience', 'analytic', 'healthtech', 'datum', 'publichealth', 'globalhealth', 'rstat', 'zfrjlgv']",2,0.9734247326850891,0.026575211435556412,0.9734247326850891
1507542236543668226,2022-03-26 02:17:32+00:00,0,0,0,0,139,669,7,2482,True,https://pbs.twimg.com/media/FOvdbH1UYAIv_Oy.jpg,en,"@thelittlesnft @BokiNFT Kazakhstan before COVID broke. 9th largest country in the world with such varied landscapes. 

0x81BAb06eaacb1D4Fb6A5546Cdd9399A16E08037f https://t.co/2JCoX6hfes",Saturday,5,2,"['break', 'th', 'large', 'country', 'world', 'varied', 'eaacb']",1,0.9330941438674927,0.9330941438674927,0.06690584868192673
1507542208148393986,2022-03-26 02:17:25+00:00,62,0,0,0,125,1256,4,2298,True,https://pbs.twimg.com/media/FOtsyRgVIAMj7IY.jpg,en,RT @albyandvino: @GovRonDeSantis Florida has more covid deaths than the whole country of Canada https://t.co/yLH5crFCXo,Saturday,5,2,"['death', 'whole', 'country']",2,0.8576858639717102,0.14231416583061218,0.8576858639717102
1507542182341017602,2022-03-26 02:17:19+00:00,1,0,0,0,14,49,0,420,True,https://pbs.twimg.com/media/FOvdnd7aQAIp4Mt.jpg,en,"Covid &lt; Swatch x Omega 
#moonswatch #meme #funny #japanese https://t.co/6fbEAyTXP3",Saturday,5,2,"['swatch', 'omega', 'moonswatch', 'meme', 'funny', 'japanese', 'fbeaytxp']",1,0.9364043474197388,0.9364043474197388,0.06359565258026123
1507542149906239489,2022-03-26 02:17:11+00:00,0,0,0,0,191,543,1,8117,True,https://pbs.twimg.com/media/FOvdijDXwAIrDVy.jpg,en,"In Ontario, as of today, ""boosted"" people are 76% more likely to have COVID than ""not fully vaccinated"". Think about that while sitting on the plane next to your ""vax'd"" yet more likely diseased fellow travelers. https://t.co/e6dpkFpf9D",Saturday,5,2,"['today', 'boost', 'people', 'likely', 'fully', 'vaccinated', 'think', 'sit', 'plane', 'vaxd', 'yet', 'likely', 'diseased', 'fellow', 'traveler', 'dpkfpf']",1,0.9679691791534424,0.9679691791534424,0.032030876725912094
1507542033581367296,2022-03-26 02:16:44+00:00,0,13,2,0,16660,460,102,22945,True,https://pbs.twimg.com/media/FOvdfSDWYAIDlnn.jpg,en,Long COVID brain fog is real. https://t.co/vv5plt6xWz,Saturday,5,2,"['long', 'brain', 'fog', 'real']",2,0.89775151014328,0.10224843770265579,0.89775151014328
1507542011930640384,2022-03-26 02:16:39+00:00,0,0,0,0,796,48,4,16901,True,https://pbs.twimg.com/media/FOvdRSiagAAcKy8.jpg,en,"New Covid-19 cases by category as of Mar 25:
CAT 1 - 43.05%
CAT 2 - 56.31%
CAT 3 - 0.28%
CAT 4 - 0.19%
CAT 5 - 0.17%

R0 increased to 0.92 yesterday.

@DGHisham
@KKMPutrajaya
 
Read more: https://t.co/K8vS5iQlXR https://t.co/BlVQZb8Kqr",Saturday,5,2,"['new', 'case', 'category', 'cat', 'cat', 'cat', 'cat', 'cat', 'increase', 'yesterday', 'read']",1,0.7955653667449951,0.7955653667449951,0.2044345736503601
1507542010999160840,2022-03-26 02:16:38+00:00,98,0,0,0,3149,4156,102,108170,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498727321624756,0.9498727321624756,0.050127238035202026
1507542006125539335,2022-03-26 02:16:37+00:00,98,0,0,0,1663,2552,18,60233,True,https://pbs.twimg.com/media/FOvYd4oVgAE-T8E.jpg,en,"RT @kathygriffin: 4th booster f**kers.
Oh, and CVS gave us EIGHT free Covid tests for getting boosted! https://t.co/fG6zHsayKz",Saturday,5,2,"['rt', 'booster', 'ker', 'give', 'free', 'test', 'get', 'boost', 'zhsaykz']",1,0.9498727917671204,0.9498727917671204,0.05012720078229904
